id,division,department,class,title,description
609,Initmates,Intimate,Layering,Layering Bodysuit,"A seamless bodysuit perfect for layering. Comfortable, smooth, and ideal under any outfit."
610,Initmates,Intimate,Swim,Vintage-Inspired Swimwear,"A chic, vintage-inspired swimsuit that combines style with comfort. Perfect for beach or poolside."
611,General Petite,Bottoms,Pants,Petite High-Waisted Trousers,"Chic, high-waisted trousers designed to elongate your legs. Ideal for a petite frame."
612,General,Bottoms,Shorts,Casual Bermuda Shorts,"Versatile Bermuda shorts perfect for summer. Casual yet stylish, ideal for warm weather."
614,General,Bottoms,Shorts,Casual Bermuda Shorts,"Versatile Bermuda shorts perfect for summer. Casual yet stylish, ideal for warm weather."
615,General Petite,Bottoms,Pants,Petite High-Waisted Trousers,"Chic, high-waisted trousers designed to elongate your legs. Ideal for a petite frame."
616,Initmates,Intimate,Lounge,Soft Lounge Set,"A cozy lounge set, perfect for relaxing at home. Soft fabric with a relaxed fit."
617,Initmates,Intimate,Swim,Vintage-Inspired Swimwear,"A chic, vintage-inspired swimsuit that combines style with comfort. Perfect for beach or poolside."
619,General,Bottoms,Shorts,Casual Bermuda Shorts,"Versatile Bermuda shorts perfect for summer. Casual yet stylish, ideal for warm weather."
620,General,Bottoms,Shorts,Casual Bermuda Shorts,"Versatile Bermuda shorts perfect for summer. Casual yet stylish, ideal for warm weather."
621,General Petite,Intimate,Lounge,Petite Lounge Pants,"Comfortable lounge pants designed for petites. Perfect for relaxed, casual days at home."
622,Initmates,Intimate,Lounge,Soft Lounge Set,"A cozy lounge set, perfect for relaxing at home. Soft fabric with a relaxed fit."
623,Initmates,Intimate,Lounge,Soft Lounge Set,"A cozy lounge set, perfect for relaxing at home. Soft fabric with a relaxed fit."
625,Initmates,Intimate,Swim,Vintage-Inspired Swimwear,"A chic, vintage-inspired swimsuit that combines style with comfort. Perfect for beach or poolside."
626,General Petite,Bottoms,Pants,Petite High-Waisted Trousers,"Chic, high-waisted trousers designed to elongate your legs. Ideal for a petite frame."
627,Initmates,Intimate,Swim,Vintage-Inspired Swimwear,"A chic, vintage-inspired swimsuit that combines style with comfort. Perfect for beach or poolside."
628,Initmates,Intimate,Lounge,Soft Lounge Set,"A cozy lounge set, perfect for relaxing at home. Soft fabric with a relaxed fit."
629,General,Bottoms,Shorts,Casual Bermuda Shorts,"Versatile Bermuda shorts perfect for summer. Casual yet stylish, ideal for warm weather."
630,General,Bottoms,Shorts,Casual Bermuda Shorts,"Versatile Bermuda shorts perfect for summer. Casual yet stylish, ideal for warm weather."
631,General Petite,Intimate,Lounge,Petite Lounge Pants,"Comfortable lounge pants designed for petites. Perfect for relaxed, casual days at home."
632,Initmates,Intimate,Lounge,Soft Lounge Set,"A cozy lounge set, perfect for relaxing at home. Soft fabric with a relaxed fit."
634,General Petite,Intimate,Lounge,Petite Lounge Pants,"Comfortable lounge pants designed for petites. Perfect for relaxed, casual days at home."
635,General Petite,Intimate,Lounge,Petite Lounge Pants,"Comfortable lounge pants designed for petites. Perfect for relaxed, casual days at home."
636,General Petite,Intimate,Lounge,Petite Lounge Pants,"Comfortable lounge pants designed for petites. Perfect for relaxed, casual days at home."
637,Initmates,Intimate,Legwear,Sheer Legwear Tights,Elegant sheer tights that add a touch of sophistication to any outfit. Comfortable and durable.
638,Initmates,Intimate,Legwear,Sheer Legwear Tights,Elegant sheer tights that add a touch of sophistication to any outfit. Comfortable and durable.
640,General Petite,Intimate,Lounge,Petite Lounge Pants,"Comfortable lounge pants designed for petites. Perfect for relaxed, casual days at home."
641,General Petite,Intimate,Lounge,Petite Lounge Pants,"Comfortable lounge pants designed for petites. Perfect for relaxed, casual days at home."
642,Initmates,Intimate,Lounge,Soft Lounge Set,"A cozy lounge set, perfect for relaxing at home. Soft fabric with a relaxed fit."
643,General,Trend,Trend,Boho-Chic Maxi Dress,"A trend-setting boho maxi dress, featuring intricate patterns and a flowy design. Perfect for summer days."
644,Initmates,Intimate,Intimates,Lace Trimmed Intimates Set,"A delicate lace-trimmed set, combining elegance with comfort. Ideal for everyday wear."
645,Initmates,Intimate,Intimates,Lace Trimmed Intimates Set,"A delicate lace-trimmed set, combining elegance with comfort. Ideal for everyday wear."
646,Initmates,Intimate,Lounge,Soft Lounge Set,"A cozy lounge set, perfect for relaxing at home. Soft fabric with a relaxed fit."
647,General Petite,Intimate,Lounge,Petite Lounge Pants,"Comfortable lounge pants designed for petites. Perfect for relaxed, casual days at home."
648,Initmates,Intimate,Lounge,Soft Lounge Set,"A cozy lounge set, perfect for relaxing at home. Soft fabric with a relaxed fit."
649,General Petite,Intimate,Lounge,Petite Lounge Pants,"Comfortable lounge pants designed for petites. Perfect for relaxed, casual days at home."
650,Initmates,Intimate,Lounge,Soft Lounge Set,"A cozy lounge set, perfect for relaxing at home. Soft fabric with a relaxed fit."
652,Initmates,Intimate,Lounge,Soft Lounge Set,"A cozy lounge set, perfect for relaxing at home. Soft fabric with a relaxed fit."
653,Initmates,Intimate,Lounge,Soft Lounge Set,"A cozy lounge set, perfect for relaxing at home. Soft fabric with a relaxed fit."
654,Initmates,Intimate,Swim,Vintage-Inspired Swimwear,"A chic, vintage-inspired swimsuit that combines style with comfort. Perfect for beach or poolside."
655,Initmates,Intimate,Swim,Vintage-Inspired Swimwear,"A chic, vintage-inspired swimsuit that combines style with comfort. Perfect for beach or poolside."
656,Initmates,Intimate,Lounge,Soft Lounge Set,"A cozy lounge set, perfect for relaxing at home. Soft fabric with a relaxed fit."
657,Initmates,Intimate,Lounge,Soft Lounge Set,"A cozy lounge set, perfect for relaxing at home. Soft fabric with a relaxed fit."
658,Initmates,Intimate,Lounge,Soft Lounge Set,"A cozy lounge set, perfect for relaxing at home. Soft fabric with a relaxed fit."
659,Initmates,Intimate,Swim,Vintage-Inspired Swimwear,"A chic, vintage-inspired swimsuit that combines style with comfort. Perfect for beach or poolside."
660,Initmates,Intimate,Swim,Vintage-Inspired Swimwear,"A chic, vintage-inspired swimsuit that combines style with comfort. Perfect for beach or poolside."
661,General Petite,Intimate,Lounge,Petite Lounge Pants,"Comfortable lounge pants designed for petites. Perfect for relaxed, casual days at home."
662,Initmates,Intimate,Lounge,Soft Lounge Set,"A cozy lounge set, perfect for relaxing at home. Soft fabric with a relaxed fit."
663,Initmates,Intimate,Lounge,Soft Lounge Set,"A cozy lounge set, perfect for relaxing at home. Soft fabric with a relaxed fit."
664,Initmates,Intimate,Sleep,Soft Sleepwear Set,"A comfortable and stylish sleepwear set, designed for a restful night’s sleep."
666,Initmates,Intimate,Sleep,Soft Sleepwear Set,"A comfortable and stylish sleepwear set, designed for a restful night’s sleep."
667,General Petite,Intimate,Lounge,Petite Lounge Pants,"Comfortable lounge pants designed for petites. Perfect for relaxed, casual days at home."
669,General Petite,Intimate,Lounge,Petite Lounge Pants,"Comfortable lounge pants designed for petites. Perfect for relaxed, casual days at home."
670,Initmates,Intimate,Sleep,Soft Sleepwear Set,"A comfortable and stylish sleepwear set, designed for a restful night’s sleep."
671,Initmates,Intimate,Sleep,Soft Sleepwear Set,"A comfortable and stylish sleepwear set, designed for a restful night’s sleep."
672,Initmates,Intimate,Sleep,Soft Sleepwear Set,"A comfortable and stylish sleepwear set, designed for a restful night’s sleep."
673,General Petite,Intimate,Lounge,Petite Lounge Pants,"Comfortable lounge pants designed for petites. Perfect for relaxed, casual days at home."
674,General Petite,Intimate,Lounge,Petite Lounge Pants,"Comfortable lounge pants designed for petites. Perfect for relaxed, casual days at home."
676,General,Bottoms,Shorts,Casual Bermuda Shorts,"Versatile Bermuda shorts perfect for summer. Casual yet stylish, ideal for warm weather."
677,Initmates,Intimate,Lounge,Soft Lounge Set,"A cozy lounge set, perfect for relaxing at home. Soft fabric with a relaxed fit."
678,Initmates,Intimate,Sleep,Soft Sleepwear Set,"A comfortable and stylish sleepwear set, designed for a restful night’s sleep."
679,Initmates,Intimate,Swim,Vintage-Inspired Swimwear,"A chic, vintage-inspired swimsuit that combines style with comfort. Perfect for beach or poolside."
681,Initmates,Intimate,Lounge,Soft Lounge Set,"A cozy lounge set, perfect for relaxing at home. Soft fabric with a relaxed fit."
682,Initmates,Intimate,Lounge,Soft Lounge Set,"A cozy lounge set, perfect for relaxing at home. Soft fabric with a relaxed fit."
683,Initmates,Intimate,Lounge,Soft Lounge Set,"A cozy lounge set, perfect for relaxing at home. Soft fabric with a relaxed fit."
684,Initmates,Intimate,Lounge,Soft Lounge Set,"A cozy lounge set, perfect for relaxing at home. Soft fabric with a relaxed fit."
685,Initmates,Intimate,Sleep,Soft Sleepwear Set,"A comfortable and stylish sleepwear set, designed for a restful night’s sleep."
686,Initmates,Intimate,Sleep,Soft Sleepwear Set,"A comfortable and stylish sleepwear set, designed for a restful night’s sleep."
687,Initmates,Intimate,Intimates,Lace Trimmed Intimates Set,"A delicate lace-trimmed set, combining elegance with comfort. Ideal for everyday wear."
688,Initmates,Intimate,Lounge,Soft Lounge Set,"A cozy lounge set, perfect for relaxing at home. Soft fabric with a relaxed fit."
689,Initmates,Intimate,Lounge,Soft Lounge Set,"A cozy lounge set, perfect for relaxing at home. Soft fabric with a relaxed fit."
690,Initmates,Intimate,Swim,Vintage-Inspired Swimwear,"A chic, vintage-inspired swimsuit that combines style with comfort. Perfect for beach or poolside."
691,Initmates,Intimate,Lounge,Soft Lounge Set,"A cozy lounge set, perfect for relaxing at home. Soft fabric with a relaxed fit."
693,General Petite,Intimate,Lounge,Petite Lounge Pants,"Comfortable lounge pants designed for petites. Perfect for relaxed, casual days at home."
694,Initmates,Intimate,Intimates,Lace Trimmed Intimates Set,"A delicate lace-trimmed set, combining elegance with comfort. Ideal for everyday wear."
695,Initmates,Intimate,Intimates,Lace Trimmed Intimates Set,"A delicate lace-trimmed set, combining elegance with comfort. Ideal for everyday wear."
696,Initmates,Intimate,Lounge,Soft Lounge Set,"A cozy lounge set, perfect for relaxing at home. Soft fabric with a relaxed fit."
697,Initmates,Intimate,Lounge,Soft Lounge Set,"A cozy lounge set, perfect for relaxing at home. Soft fabric with a relaxed fit."
699,Initmates,Intimate,Legwear,Sheer Legwear Tights,Elegant sheer tights that add a touch of sophistication to any outfit. Comfortable and durable.
701,Initmates,Intimate,Swim,Vintage-Inspired Swimwear,"A chic, vintage-inspired swimsuit that combines style with comfort. Perfect for beach or poolside."
703,General Petite,Bottoms,Pants,Petite High-Waisted Trousers,"Chic, high-waisted trousers designed to elongate your legs. Ideal for a petite frame."
704,Initmates,Intimate,Intimates,Lace Trimmed Intimates Set,"A delicate lace-trimmed set, combining elegance with comfort. Ideal for everyday wear."
705,General,Bottoms,Shorts,Casual Bermuda Shorts,"Versatile Bermuda shorts perfect for summer. Casual yet stylish, ideal for warm weather."
706,Initmates,Intimate,Lounge,Soft Lounge Set,"A cozy lounge set, perfect for relaxing at home. Soft fabric with a relaxed fit."
708,Initmates,Intimate,Lounge,Soft Lounge Set,"A cozy lounge set, perfect for relaxing at home. Soft fabric with a relaxed fit."
709,Initmates,Intimate,Lounge,Soft Lounge Set,"A cozy lounge set, perfect for relaxing at home. Soft fabric with a relaxed fit."
710,Initmates,Intimate,Lounge,Soft Lounge Set,"A cozy lounge set, perfect for relaxing at home. Soft fabric with a relaxed fit."
711,Initmates,Intimate,Lounge,Soft Lounge Set,"A cozy lounge set, perfect for relaxing at home. Soft fabric with a relaxed fit."
712,Initmates,Intimate,Lounge,Soft Lounge Set,"A cozy lounge set, perfect for relaxing at home. Soft fabric with a relaxed fit."
713,Initmates,Intimate,Lounge,Soft Lounge Set,"A cozy lounge set, perfect for relaxing at home. Soft fabric with a relaxed fit."
714,Initmates,Intimate,Intimates,Lace Trimmed Intimates Set,"A delicate lace-trimmed set, combining elegance with comfort. Ideal for everyday wear."
715,Initmates,Intimate,Lounge,Soft Lounge Set,"A cozy lounge set, perfect for relaxing at home. Soft fabric with a relaxed fit."
717,General,Bottoms,Shorts,Casual Bermuda Shorts,"Versatile Bermuda shorts perfect for summer. Casual yet stylish, ideal for warm weather."
718,Initmates,Intimate,Lounge,Soft Lounge Set,"A cozy lounge set, perfect for relaxing at home. Soft fabric with a relaxed fit."
719,Initmates,Intimate,Lounge,Soft Lounge Set,"A cozy lounge set, perfect for relaxing at home. Soft fabric with a relaxed fit."
720,Initmates,Intimate,Lounge,Soft Lounge Set,"A cozy lounge set, perfect for relaxing at home. Soft fabric with a relaxed fit."
721,General Petite,Intimate,Lounge,Petite Lounge Pants,"Comfortable lounge pants designed for petites. Perfect for relaxed, casual days at home."
722,Initmates,Intimate,Sleep,Soft Sleepwear Set,"A comfortable and stylish sleepwear set, designed for a restful night’s sleep."
723,Initmates,Intimate,Lounge,Soft Lounge Set,"A cozy lounge set, perfect for relaxing at home. Soft fabric with a relaxed fit."
724,Initmates,Intimate,Intimates,Lace Trimmed Intimates Set,"A delicate lace-trimmed set, combining elegance with comfort. Ideal for everyday wear."
725,Initmates,Intimate,Lounge,Soft Lounge Set,"A cozy lounge set, perfect for relaxing at home. Soft fabric with a relaxed fit."
726,Initmates,Intimate,Lounge,Soft Lounge Set,"A cozy lounge set, perfect for relaxing at home. Soft fabric with a relaxed fit."
727,Initmates,Intimate,Lounge,Soft Lounge Set,"A cozy lounge set, perfect for relaxing at home. Soft fabric with a relaxed fit."
728,Initmates,Intimate,Legwear,Sheer Legwear Tights,Elegant sheer tights that add a touch of sophistication to any outfit. Comfortable and durable.
729,Initmates,Intimate,Swim,Vintage-Inspired Swimwear,"A chic, vintage-inspired swimsuit that combines style with comfort. Perfect for beach or poolside."
730,Initmates,Intimate,Swim,Vintage-Inspired Swimwear,"A chic, vintage-inspired swimsuit that combines style with comfort. Perfect for beach or poolside."
